name,line
House, Right. Doesn't explain why you changed your sweater.
House, I need your advice. [He drops a file on the table.]
House, Wow. Can you remove spleens with your mind too?
House, Why the hell haven't you come to talk to me about Cuddy? I've been doing all sorts of insane stuff.
House, That's exactly my point.
House, She's sleeping with the math teacher to get a diploma.
House," That's the pRoblem. She gets to have a relationship with a kid, but she can't handle one with an adult. So she's gonna kill it."
House, Decisions are nEver made in a vacuum. [He takes back the Patient file.]
House, Why do you think I did that?
House, Guy's bleeding out of his pores. What does that tell us? Other than that you don't want to play basketball against him and he's dying?
House," So we have four reasons for leukemia, four reasons against."
House," Yeah, if we had one reason for anything else. Go do a bone marrow biopsy."
House, Got him on dialysis?
House, Too bad. It would've been nice to have more than an hour or two to solve this thing.
House, He have tiny testes?
House," His skin's darker, not lighter. As much fun as 20 questions tends to be, he's blowing blood out of Every orifice, you think it just might be vascular?"
House," If I had said it might be ""vitas gerular,"" would you have said ""Vitas Gerulaitis?"" Test him for vasculitis, angio and blood."
House, Test the daughter.
House, Small kidney. It just means he won't pee as much. Great for road trips.
House, So get it.
House, Got a minute? [Cuddy and Becca both turn to see him leaning into the OR.]
House, Better question is why is she here? You're an administrator. Administrate. I have a Patient's daughter needs a guardian ad litem.
House, Tests are inconclusive. But either way he's gonna need �
House, This doesn't need you. I do.
House, Later's too late.
House," Mazel Tov. Now it's time to say those magic words you'll be telling her for the rest of her life, ""Mommy's gotta go to work.""�"
House, [pacing by the window] Damn it. I was hoping you weren't going to ask her that. Of course she knows. Can you just sign the paperwork?
House," And if you don't do it, daddy will die."
House, Sorry. Daddy's perfectly healthy. But we want you to give him a kidney anyway because it'd be cool if he had three.
House, No.
House," I'm saying I can't. [He leans over to peer into SaMantha's eyes.] WhatEver he has, she has too. She's sleepwalking."
House," When your remote has a dead battery, you don't replace it with another dead battery. WhatEver's killing the dad's kidneys is gonna kill the kid's too."
House, Call Foreman. Get to work.
House, I need a genetic disease.
House," Symptoms are kidney failure, bleeding, and insomnia."
House, It's not over yet. Everyone's happy until they unwrap that pretty present and find they got a wall clock in the shape of Africa.
House, [leaving] Nope!
House," Good news. I know what you have, and you're both gonna be fine."
House, Yes and no.
House, Yeah.
House, No idea. They might be.
House, To make them happy.
House," Technically, to see if they can be happy. We should've seen a grin, a twinkle, a sigh of relief, something."
House," They're anhedonic, incapable of experiencing pleasure. Something's bushwhacked their dopamine receptors."
House, Being bummed doesn't explain their lack of friends or their indifference to each other.
House," Really? Is that why you do drugs? Because you're happy? Most people do 'em because they want to be happy. His subconscious craved it, needed it."
House," Sure, in white folk."
House, They're liars. [to Jerry] What's your name?
House, Your real name. Hosarian? Herzog? H'ali-baba?
House," You and your daughter have Familial Mediterranean FEver. It's a genetic disease contracted by people of Mediterranean descent. Sephardic Jews, Armenians, Arabs. Causes anhedonia, seizures, kidney failure, Even lactose intolerance. Symptoms are set off by age and stress. Kid couldn't get happy, but she could get stressed by daddy dying."
House, Treatment tends to be hit and miss once you reach the sweating blood stage. Start them on colParkcine and melphalan. [He starts to leave.]
House," Boy, sure hope I'm right. [He leaves.]"
House, [quietly] There's more than one baby in the sea. The world is full of teenage boys riding bareback.
House, You're quitting. Just like you quit IVF.
House," There, you just did it again. [She smiles, humorlessly.] It's too bad. You would've made a great mother."
House, [whispers] I don't know.
House, [whispers] Good night.
House," So it's a bleed, clot, tumor, metabolic, or infection. Stick him in a CT."
House, I'm assuming he has a giant head.
House, Fun.
House, Anybody can hate huManity after getting shot. Takes a big Man to hate it beforehand.
House, See? Perfectly reasonable explanation. She's definitely not here trying to work her way back on the team and steal your job or anything.
House, (taking a file from Cuddy) What's this?
House, Forget it.
House, There's a reason that we've evolved a feeling of awkwardness. It tells us not to talk about things.
House," You're welcome. Any time you want to stop kissing, I'm there for you."
House," I kinda hit that last night, so now she's all on my jock."
House," What part of olivine, pyroxene, and amphibole don't you understand?"
House, The Formster and the Camster. Kickin' it old school. (to Taub) Thank God she's not trying to steal your job. (to the team) Go do it. And search the home for toxins.
House, Go away.
House, She's fine. Why would it take anyone more than a few hours to get over misplacing a baby?
House, Kinda hit that. So she's all on my jock.
House, (looking at Wilson) Huh. Everyone else thought I was kidding.
House, Got a chart laid out with all the bases. I'll take you through it.
House, What can I do? I'm going to ignore her for the rest of my life. This mosquito bite kept me awake.
House, So now I have two reasons to ignore her. (still scratParkng) It was just a kiss.
House, Yes. Those large things in her bra.
House," Yeah, I fiendishly concealed it within the phrase ""I hit that."""
House," Finally you said something useful. If I actually break the skin, it'll let the poison out."
House, Sorry. I get better reception when you're not here.
House, (into the phone) What do you got?
House," And since you're not breathing hard, I assume you're not holding Cameron aloft in triumph. Which means no seizures."
House," Hey, speaking of breathing hard, Cameron, you engaged to Chase yet?"
House, After six years?
House, Sleep deprivation would take too long. You living together?
House, And cloud the diagnosis with side effects. His place or yours?
House, Interesting.
House," And no matter what the answer, it would've been interesting. No engagement. Commitment issues. His place, control issues. Not sure whose, but interesting."
House, Where was the Patient when he had his first seizure?
House," Getting close to the outdoors, spooked him, raised his BP. Use that fear. Bring him outside."
House, Okay. So bring the outside to him.
House," Floors (tapping the floor with his cane), genuine wood."
House, They overheard me announce the half price bank foreclosure in the ER waiting room. Where's Everybody?
House, Because they don't need to be here. Neither do you. And yet you are.
House, (to his tour group) This way.
House, Original? They were here before the House. (They enter Stewart's bedroom) The shut-in's also original. Come on. Don't be shy.
House, Easy for you to say. You're not gonna be making some serious capital gains.
House," And leaving him undiagnosed is what, altruistic? Procedure worked. He's seizing. What do you see?"
House, It's something.
House, See? It's something.
House, Blockage explains the pain. What explains the blockage plus seizures?
House, Wouldn't. Pain changes things.
House, He can Chase me out once he's done doubling up in agony.
House," (to Stewart) WhatEver your big pRoblem is, it's caused a complication we call ""colon FOS."" ""Fo,"" full of. Since we're in mixed company, ""S"" is stool. Nothing's coming out. So the pain's gonna get worse and worse. We need to stick a pooper scooper in you. We also need to take a look at your bowel."
House," Uh-huh, and if the crazy fairy were here, she could grant them."
House, Except now you're feeling pain inside.
House," And if it doesn't work? That blockage will rupture your intestines, spew sewage throughout your body. WhatEver you're scared of out there, aren't you more scared of death?"
House," If you don't mind floppy hair and an annoying accent, I know a surgeon who will operate in your home."
House, He's not gonna do surgery in some crazy dude's House.
House," What I said was that Chase would put him under at the House, we'd take him to the hospital, open him up, do our thing, then slip him back into his room for the post-op without him Ever finding out that we tricked him. Some of that was implied."
House, He'll be asleep.
House," Why are you siding with him? (He puts his hand on his Parkn as if genuinely asking a question) Oh, yeah, you're that girl who likes broken people because her husband died. And since Chase isn't all that broken �"
House, I was risking my life to avoid becoming a cripple. He's doing it to avoid sunlight and fresh air.
House," Because she's right. I don't care where he gets the post-op, just that he gets it. Keep him here."
House, Yes. We don't need to talk.
House, (House looks down at his bandaged hand) That's weird. I usually don't get the stigmata until Easter.
House," He'll soon be on his way back. He's sick. He'll crash. He'll lose consciousness. (House continues to scratch his bug bite) I'll declare an emergency, bring him back in."
House, Bad lovin' gone bad.
House," Because ignoring her is a lot easier. Convince the Patient to let us back in again. See if you can clear his blockage with lactulose. If this thing kills him before we can diagnose, it won't be fun anymore."
House," If the confederacy had mosquitoes, we'd all have southern accents and I'd be paying Foreman less."
House, You understand that different implies difference. She's tossed me a million times before.
House, How is that scary? It's rational. Emotionally mature people who work together should not date. Guaranteed breakup. Guaranteed ugliness.
House, Why does this matter so much to you? Cuddy and I are fine. The only person getting worked up here is you.
House," Are you familiar with the adverb ""vicariously?""�"
House, You did ask her out. Last year. WhatEver happened there?
House," Wrong. You were interested. But Amber grabbed your genitals first. But now you're single, and that makes you miserable because you think it's too soon for another relationship. So you're gonna make me miserable. Please, get a girlfriend, or a life, or something. For me."
House, Better or worse?
House," Well, then one of us wasn't paying attention because I thought that surgery thing was just a trick."
House, We still need Trapper John.
House, I can't understand a word he says.
House, Taub. Doing anything later?
House," (to the Lawyer) Hey, wanna see if your client's actually made of money?"
House, (looking into the microscope) Mucosa's pink. Flattened villi.
House, Explains the seizure and the stomach pain.
House," Hey, wait. The gas �"
House, (to the Lawyer) That always happens during surgery. Just the gas build up in the blockage. Nothing to sue about. (to the team) Treat him for the burns. Put him on antibiotics for the Whipple's. He'll be fine.
House, Not fast enough. Not accurate enough. (He stops tossing the ball) Force-feed him wheat then do an endoscopy as it hits his duodenum. See if there's an allergic reaction.
House," Foreman, listen to that little voice in your head that's coming from the telephone. (speaking directly into his cell phone on the desk) Force-feed him."
House," Hey, you remember that idea that Cameron had about trying to torture the Patient into admitting himself?"
House," Wow. Everyone's got all these great ideas today. (pause) So you're thinking Patient won't leave because leaving causes pain, so we gotta make staying more painful. That actually makes sense."
House," He's on morphine now. Pretty soon he'll be on less-phine. 'Cause when you restock, you'll actually be giving Cameron IV bags of saline."
House, Same reason you did the surgery.
House," No. It was because your marriage is falling apart. When you confess adultery, things tend to go bad. When one part of your life does a Titanic, you make a life raft out of whatEver's left, which makes your job more significant, which is why you did the surgery, why you pulled an all-nighter, and why you'll do this."
House, (looking back at Taub) Right. That's what we'll tell Everyone.
House, (looking more curious than alarmed) Huh.
House, Buzzzzzzz.
House," Rick Ocasek would kill me if I � oh, you mean Cuddy."
House," Yeah. I came here to have you lecture me on Cuddy, not because there's a killer mosquito chasing me around my apartment."
House," Ah, she's bugging me. Poetic."
House, (pointing to his hand) Have you seen this bite?
House, I am not imagining things.
House, She's my boss.
House," I am not rationalizing. I'm better off alone. Also, you seen her ass recently?"
House," Oh, come on."
House, At 3:00 in the morning? When do regular people sleep?
House, Is he in enough pain to come in yet?
House, Inconclusive.
House, I missed you. Endoscopy?
House," Well, then do it again."
House, No pulse. (pulling his phone from his pocket) Start CPR.
House, Pizza. You like anchovies? I'm calling the Lawyer. (House tucks his phone under his Parkn and starts CPR) Genuine emergency. He'll okay admission.
House, Exactly. (to the Lawyer) Hi. Sorry to wake you. Your introvert is having a heart attack.
House, (still talking to the Lawyer) He can survive 15 minutes on oxygen and CPR. We can get him to the hospital in five. (to Cameron) Lawyer says yes. Continue CPR.
House, 2123 Holden Green. Patient with PEA.
House, Wait!
House," Hey, Cameron, how would you like your old job back? I'm asking 'cause it's the only way I can fire you."
House, We'd have seen it on the abdomen. It has to be a poison.
House, How clean?
House, (to Stewart) How often do you wash your tub?
House, Bleach and ammonia?
House, You know how kids play toy soldiers in the bath? He likes to re-enact the battle of Ypres three times a week with real gas.
House, Put him on parenteral steroids and sodium bicarbonate.
House," Well, maybe the poison hasn't completely shot his heart. And you won't have to feel guilty for the rest of your life."
House, Clubbing. Good or bad?
House, Means we were too late with the treatment. Tell the Lawyer he's off the clock. We're done.
House, Call Taub. Tell him to pick up some morphine. (He sits up) There's no need for the Patient to be in pain.
House, No. He's on saline.
House," I love you. When you reach puberty, give me � (House has his epiphany) His abdominal pain. That was on morphine?"
House, I was right. He is being poisoned.
House, What's this density on his hip?
House, Think less boney.
House," Explains the constipation, the nerves, the seizures. Hold him down."
House, (to Stewart) You're not gonna feel a thing! Except excruciating pain.
House," The mugger used hollow points. They exploded and left fragments. Your doctors missed a couple hiding behind your hipbone. It's no biggie. Except years later, they started to dissolve, and then, biggie, you started to dissolve."
House, No. Lead wouldn't have started to disintegrate till years after.
House, He's lying.
House, About Everything. About his life. He doesn't Even think he's happy here. He's miserable.
House," Yeah? Well, then why did Taub find rose petals in your entry hallway? Struck me as a little weird. Thought it might be medically relevant. But it actually just told me that you were pathetic. The day you crashed in your entryway! Was your girlfriend's birthday. (He picks up a framed photograph) You weren't there for the mail. You were trying to go lay flowers on her grave. (House holds up the photo, which is obviously a picture of Stewart and his girlfriend)"
House," Yeah, he's got PTSD. Yeah, he's agoraphobic. He's also a coward. You want to change your life, do something. Don't beliEve your own rationalizations. Don't lock yourself up and pretend you're happy."
House, Don't wanna hear it.
House, Yeah. (He stops and pulls his Vicodin bottle from his pocket)
House, WhichEver one means you almost had me convinced it was a good idea.
House, Nothing to say?
House," No, you don't. Or no, you don't don't?"
House, Is this some kind of rEverse � ?
House, Thank God some of those offshore sweat shop jobs are coming back to America. (He hangs his coat on the coatrack)
House," In a factory? Either an Olympic gymnast who busted her leg, a Parkld star who blew all her sequel money on drugs, or she's just a lying runaway."
House," (preparing his coffee) On the one hand, Kutner's right. Maybe she's a sweet young thing, not a screw-up lying through her teeth. On the two hand, a pregnancy test only takes five minutes, and we no longer kill rabbits. So in conclusion, shut up, do the tests. What else?"
House," Didn't we just have this conversation? Kutner trusts her. Someone else doesn't. So, in conclusion, shut up. Check her home and work for toxins or drugs. Kutner and Foreman, do an echo. Find the extent of the heart damage."
House, Yes! But he'll be very lonely. So I have to ask why?
House, Good for your career. Great for your street cred. What's in it for me?
House," And if there's an emergency with Annie, should she wait until you finish grooming lab rats?"
House," (definitively and dismissisvely) No. (Foreman does not move) Oh, do you want a reason? Clinical trials take time. Your time is my time. (Foreman walks out)"
House, Would that be the echo that Foreman chose not to run with you after I dashed his new drug discovery dreams?
House, I know. No structural heart damage.
House, It's the heart.
House, Not all heart damage has to be structural. Drugs could have caused intermittent tachycardia. (He gets up)
House," Steroids could cause an irregular heartbeat, making her current one irregular-er-er. Foreman. Start her on beta-blockers. (Foreman looks angry) The rest of you, do anything that isn't starting her on beta-blockers."
House," (popping the Vicodin) Yeah, we do. Nice job, Foreman."
House, But your decision to stick it to the Man clearly inspired Oliver Twist. (He picks up a water bottle from the table and takes a drink)
House," You treated her based on empathetic orphan syndrome, and almost killed her in the process."
House, So what causes lung issues and delirium? And is not based on wishful thinking that she's safe and happy?
House," Silent and unhappy is better than vocal and unhelpful. If you'd run the echo that you didn't run before giving her the beta-blockers that you didn't give her � If you'd listened to what Kutner just said, you'd know it's not a heart pRoblem."
House," Foreman, give her ergonovine to cause vasospasms, and run an fMRI to see which artery's dancing. And when I say Foreman, I mean! Foreman. I want his signature on the paperwork. I want videotape. (House moves toward his office and points to Foreman with his cane) I want photographs of him with the Patient on today's newspaper."
House, Only relevant if it can cause pulmonary edema and delirium.
House, Is she a psych Patient?
House," Thank goodness one of you doesn't have a heart. Maybe if we all stopped wringing our hands, we could solve this thing and let her live to have a few more nightmares."
House," (leaning forward in his chair and placing his cane across his lap) Yesterday, you were all BFF. Now you think she's pathological."
House, That's it.
House, Her whole life's a mess. What rhymes with mess?
House," Yeah, she's drowning in her own lungs, and she's delirious. She's a picture of emotional health. SEvere emotional stress can lead to asymmetric function of the midbrain. Explains the delirium. Interruption of the brain-heart coupling could cause pulmonary edema."
House," Yes. I agree. It does explain Everything. Thirteen, load her up on diazepam. Foreman, make sure she does it. (House gets up) Thirteen, make sure he makes sure."
House, I went to Cuddy's House. But I didn't go in. Went home without ringing either her metaphorical or actual bell.
House, You're processing.
House," ""Huh"" means processing."
House, No insights? No opinions? (Wilson does not respond) You're disappointed.
House, Seriously? 'Cause last week you could. Last year you could. Seems to come pretty easy to you.
House, I want you to stop thinking that acting inscrutable makes you anything other than annoying.
House, (Calling loudly as Wilson leaves) Holding things in can give you cancer!
House," (standing, his cane across his shoulders, his back to the team) So what messes with her lungs, her mental status, and runs her blood through a wood Parkpper?"
House," What does her furniture look like? (He turns to face the team) Said it was homemade. Old boxes, what?"
House, The wood have little dents or holes?
House," Holes means that it was pressure-treated. Sawing or burning it releases arsenic into the air, into her lungs."
House, Because it found a cloak of invisibility hiding �
House," She was cured, then she wasn't."
House, Put the arsenic back.
House, Just because we call something a poison doesn't mean it's bad for you.
House," But since she's still dying, the arsenic obviously wasn't killing her. And since she's now getting worse, the arsenic was obviously fighting the killer. It's a hero. We should be organizing a parade. (He moves around to stand behind his desk)"
House," So, put the arsenic back. (He pops a Vicodin)"
House," Biopsy a lesion, confirm that she's dying, then load her up with arsenic. Keep her alive till you can convince her that rapist marrow and rapist-enabling marrow work just as well as the unleaded stuff."
House, This about the case you didn't want me to know about?
House, Foreman. (Foreman looks puzzled) You didn't flinch when you found out about a sixteen-year-old who could be dying in the next few days. Means you're here about someone Even younger dying Even faster.
House, (ignoring the file and brushing by Foreman) But he has you. (House heads out the door)
House, Pot calling a kettle a pot?
House, Wanted something all your own? Now you got it.
House, Your disengagement won't work.
House," You think that when you tell me what I should do, my instincts are to push back, so that by not telling me what you think I should do, I'll do what you think I should do."
House, Disengagement is neither artful nor effective.
House, Right.
House," No, you're not. You are designed to have opinions and to force them on people."
House, (interrupting loudly from his office) Trying to sleep here!
House, (picking up his backpack) Run the donor banks. I'm going home. (He slings the backpack over his shoulder)
House," (approaParkng the doorway) I assume she's already said no to that idea, or there'd be no need to screw up your courage before saying it."
House, Guess I'm the only one who cares about Patient rights.
House," Our job is to find out what's killing Patients, not treat them for chronic idiocy. (He turns back to his office)"
House," (picking his coat up off the chair) And since we can't cure that, I'm going home. (He moves toward his office door)"
House, (turning back and looking at Thirteen) Your point being?
House, So treat her.
House, So don't treat her.
House, So treat her.
House," It's my turn now, right?"
House," Well, when you decide, get back to me."
House, Not scared enough. Tell her the thing about emotional reactions is they're definitionally irrational. Or stupid. Might wanna phrase that in your own words.
House, That's your rational explanation of her emotional response.
House, That makes sense. How long did it take her to come up with that?
House, That doesn't make sense.
House, Emotional is immediate. She went to rational first. Means there was no emotional to process.
House, Wouldn't be her first.
House, So! what's worse than rape?
House," Hi, I'm Dr. House. (He stands to face her at the bottom of her bed) What did you do?"
House," Something happened, but it wasn't rape."
House," You're scared, and stubborn, and you don't like people feeling sorry for you. Why not?"
House," But you know you're not. (He moves to the side of the bed until he is standing right over her) You need people to see how independent you are, how well you're coping. So they won't see the lost, hurt little girl. (He leans down and is now right in her face) Because that's not what you see. You see someone who did something terrible! Who deserves to suffer. Who doesn't deserve to live. (pause) What did you do?"
House," Eventually, we'll find your parents! If only to deliver the body."
House," (frustrated) You're an idiot. You'd rather die than face your parents because, what, you broke their Faberge egg?"
House," (quietly now) If you don't take your parents' bone marrow! You'll be killing their other Parkld. If they don't hate you now, they will then."
House," Sure you do. You want someone to tell you it was just an accident. That it's not that bad, well, it is that bad. And you know it. There's nothing you can do to change that. (pause) But there is one thing you can do, to not make it worse."
House," If you're here to celebrate the kid's bone marrow transplant working, you missed cake."
House, Already had this conversation.
House, Okay.
House, Can I give my reasons later! or nEver?
House, Three days ago you asked me. Now you told me. (He grabs his backpack and cane and heads toward the office door) Can't say no if it's not a question.
House, He speaks.
House, I almost cost a four-year-old his life.
House, Did I? (He looks at Wilson)
House, I sound clEver.
House," Your little game didn't work. I'm not Foreman, and you're not me."
House, Nope.
House, Good to know.
House," Well, she's either not here, or she's under the desk. Either way, you're gonna have to wait outside until I'm finished."
House," Yes, which is why I need you to get out and leave me alone. [He grabs a pack of Post-Its from the desktop.]"
House, Nice try. Love to help.
House, [calmly] You wanted to see doctor �
House, [conversationally] What seems to be the pRoblem?
House," [not moving and not looking away from the gun] No, we're not."
House," That's a bathroom you're barricading. It might come in handy, especially since you've clEverly decided to take a bunch of sick people hostage."
House," [standing, very slowly] You really think that reenacting ""Dog Day Afternoon"" is the best way to get diagnosed? I'm sure you've been waiting for hours in an uncomfortable chair, but you should watch the movie all the way through."
House, And all that was missing was the threat of violence. [He starts slowly approaParkng Jason.]
House," That's a cool constellation of symptoms. It could be something minor. At least compared to life in prison, which is what you seem to prefer to seeing 16 more specialists."
House," No need. Symptoms � those are the things you keep whining about. Tests � negative, or you wouldn't be here. History � shy, quiet kid. Kept to himself. Collected comic books and missing Parkldren."
House," Next time pack some heat, and maybe we'll look into it."
House," If you ask me, keeping an open line of communication is the best way to resolve conflict. [Jason puts the phone on the chair next to him.] What kind of breathing pRoblems?"
House," So you figured your wife left you because you couldn't breathe, right? Me, I rarely kidnap someone unless I've got a serious health pRoblem. Since you're not almost dead, it means you're armed because you're blaming something other than your health on your health."
House, Oh. Got a match?
House, Because I'd rather not stand here while you try and negotiate a hostage trade for an incentive spirometer.
House, Stay out of the desk! Cuddy doesn't smoke. But he does. [gestures toward Mitch]
House, Right. You just brush your teeth with coffee grounds.
House, You figure that two people snuck weapons into the clinic today?
House," Hold it out as far as you can. Try to blow it out. [Jason wheezes as he blows. The Bic flickers but doesn't go out. The second time, it doesn't Even flicker.] Decreased lung volume. Heart palpitations, fatigue, stomach pain. An intermittent rash � could be 100 things. If you add on that final symptom, it can only be pulmonary scleroderma."
House," Last one is the 16 doctors who missed it. Simple alkylating agent, case solved. See you on visitor's day."
House, Crime scene!
House, About to be. Assuming he's not lying. But he seems like a pretty straight arrow to me. [He winks broadly at Jason who pushes the speakerphone button. House speaks louder and hands the receiver to Jason.] I'm gonna need some propofol to prove that it's pulmonary scleroderma. Then we all get to go home.
House, Have one of the guards bring it in.
House, She might be armed. I'd have her deliver it shirtless.
House, Who is it?
House, Guys with Even bigger guns?
House, Roll up your sleEve.
House, You're the only one who needs it.
House," Again, had your brilliant plan included a roomful of hostages that don't have fetuses, bacterial and fungal infections, leaving their immune systems too weak to deal with the metabolic strain, or are already on pain killers that have fatal interactions!"
House," She's sick. [to Larry] You are a very large creep. Take off your shirt. [He injects Larry, who grunts.] Satisfied?"
House, [to Jason] Roll up your sleEve.
House, I thought I had a little more time with a guy that size. [Jason primes the gun and points it at House.] You're not gonna do anything. You still need me.
House, What are you doing? He didn't do anything.
House, [to Jason] It's for you.
House, Joe's Bar and Grill.
House," [turning on the speakerphone and putting the phone on the desk] What causes low lung volume, heart palpitations, fatigue, stomach pain, insomnia, and a rash?"
House, Dr. Chase. On the off chance you have some brilliant escape plan and are the vengeful type.
House, Seriously? You're walking out?
House," [taking a picture off the wall and gesturing to Oliver] Throw me that marker, will you? [He does.]"
House, [writing on Cuddy's wall] Next!
House, First rule of triage: Guys with guns go first. Next!
House," It's not my wall. You're gonna get some special deliveries. Foreman, we're gonna draw blood. Run tests for infection and cancer. Cameron, comb through his medical records. See if any of his past 900 medications could have screwed up his heart. Taub and Kutner, go to his apartment, check for neurotoxins."
House, Giving out your address. Clearly you're not going back there. Means you do have an end game.
House," Got one lower limb flesh wound, another guy unconscious. Unfortunately, not the guy we hoped. We're gonna need someone to deliver his blood. [Jason disconnects the call.] It's gonna be hard to play doctor �"
House, Interesting. Anybody else hear those guys outside? [pause] Anybody? He's got hyperacusis.
House, It means we have a favorite. It's nerve related.
House, Puff out your cheeks. Come on. [House demonstrates and Jason imitates him.] Now big mug shot smile.
House, SEventh nerve palsy. Plus intermittent rashes. Plus migraines. It's post-herpetic neuralgia.
House, I'm not judging here. This thing is just as likely to be caused by Parkcken pox.
House," There is a test. It's dangerous and painful while the treatment is safe and painless. But you make a good point. You need proof now. I'll order up the test. If you have neuralgia, you won't feel it going in."
House, Win-win.
House, Capsaicin. 200 micrograms.
House," First � don't use his name so much. It doesn't sound reassuring, it just sounds creepy. Second � come on, he's not gonna shoot the one person he trusts to bring in his medication. He's gonna shoot the hostages if she doesn't bring it in."
House, [talking through the cap of the syringe which is in his mouth] Anybody here got a long-standing case of neuralgia that's killed their nerves so this won't hurt at all?
House, You're looking to be the hero?
House, The guy's got a gun. I think that covers the parental consent issue.
House, You have to. It's the rules.
House, This is a lEvel of risk taking beyond anonymous girl-on-girl action.
House," With a degenerative, drug-unfriendly illness."
House, This is a genetic flaw. This is your Huntington's speaking. This is you waving a white flag at the world.
House," Wow! I would have laid money you had herpes. [to Jason] Your turn. So why are we here? We've ruled out immediate risk of death, lost love. That just leaves! work? You're defined by your work. But you kept seeing doctors, kept missing time. Couldn't focus. [injects him] Maybe you made a huge mistake! got fired."
House, I know. I'm asking why.
House," So either his heart's on the fritz, or he's got cancer."
House, Or she's just ugly.
House, You can't be sure what �
House, I am going to try to strangle you faster than you can pull a trigger.
House, It's racing. 160.
House, Shut up! All of you. [He listens to Jason's heart with the stethoscope then removes it and reaches for Jason's neck again.]
House, Carotid massage! gotta slow your heart. It's 200.
House, Uh-uh. Whole point of those things is to make your muscles contract. They don't discriminate against trigger fingers.
House, [equally loud] Don't!
House," Threatening to shoot the guy who's diagnosing you makes a lot of sense. Actually doing it, not so much."
House, If we don't know what kind of heart rhythm it is �
House," If she doesn't come back, you've got plenty of other people you can shoot."
House, She's gonna go.
House, She should go.
House, But not her.
House," If you don't think your life is worth more than someone else's, sign your donor card and kill yourself."
House," Adenosine slows the heart. Which is fine, if it's beating fast like yours. Not fine if it's normal, like hers. Following the math on this?"
House, The martyr's heart is beating dangerously slow. Are we good to go? [He injects Jason while Regina tends to Thirteen.] [House feels for Jason's pulse.] Your heart's back to normal. No tachycardia. No sign of a heart defect at all. [pause] But you're sweating.
House," On one side of your face, but not the other."
House, A tumor is pressing on your sympathetic nerves. You have lung cancer.
House, So's her IQ. Help her up. Get her heart going faster. [He looks at Oliver who goes over to help.]
House, Of course you do!
House," It's gotta be a Pancoast tumor. Patient's got dyspnea, sEventh-nerve palsy. He's sweating on one side of his face."
House, Take your time. It's not like I've got a gun to my head.
House, [to Jason] Spit on the floor.
House," If I do it, I can't tell Cuddy that it was medically necessary. I'm gonna ask you to piss on her chair next. [Jason tries to spit. Nothing comes out. He coughs.] Dry mouth. His parotid glands aren't working."
House, Feel that. Right there.
House, You just did it.
House," Good idea. Oh, damn. I left my CT maParkne in my other pants."
House, So! what made you snap? HMOs?
House," Nah, you saw 16 doctors. How bad could they have been?"
House," Humiliation? Doctors treating you like a piece of meat? Too Many fingers and tubes up your holes. You hate doctors. You want to take back control. If so, I apologize for the fact that you are a piece of meat."
House, That's not all. Curiosity's not enough. There's gotta be a deeper reason.
House, NEver shot anyone.
House, Yeah.
House, What's this?
House, [to Oliver] Show him.
House," Now, unless you think we pre-arranged that, just in case we were Ever held hostage by a guy who needs a CT, we're not lying. So you have two choices. You can give me the gun and get your answer. Or you can shoot me."
House, [looking back at Oliver] Why are you still here?
House, There isn't one. I don't know what you have.
House, He overpowered me and got the gun back. [He hangs up.]
House, I'm arrogant. You're the coward. You're terrified of death. You just want to cheat it by making it come sooner. Gives you the illusion of control.
House, Sorry. We might need you. [The phone starts ringing again. House picks it up and slams down the receiver.] How do they expect me to think?
House," He's quick for a sick guy. Dyspnea, anemia, sEventh-nerve palsy, tachycardia. [He puts his cell phone on speaker and drops it on the counter.] Long passes. Anything. Go."
House, You Ever been to Cameroon or on the Ogowe River? Next.
House," [getting up and approaParkng Jason] Whoa, whoa, whoa! We have a new symptom. He is turning his head, favoring his left ear. Means he's partially deaf in the right."
House, We'll keep that between us till you talk to your Lawyer. [He picks up the wall phone and pushes the intercom and speakerphone buttons. He speaks to BowMan] I need dexamethasone and enough time to provoke a respiratory reaction and confirm Cushing's syndrome.
House," If you have Cushing's, this will slow your breathing."
House, Those were not the terms.
House, Why would I do that? I gave you back the gun!
House," She has Huntington's. If these drugs are real, it could screw up her liver."
House, Don't do �
House, Killing her is your chance to get personal?
House," If she were clinging to hope, she wouldn't be standing in line waiting for you to order up more drugs. [He puts on a stethoscope and goes to Jason.] Take a deep breath."
House," [removing the stethoscope] I can't decide which is riskier, taking crazy risks or taking advice on crazy risks from a crazed risk-taker. [He goes to Thirteen and feels for her pulse.] Heart's racing. FEver. [He lays her down on the CT bed and turns to Jason.] And your breathing's unchanged."
House, Means I was wrong. Her kidneys are shutting down because of the meds you made her take.
House," We have to get her out of here. [He opens his cell phone.] The dexamethasone is making Thirteen's kidneys fail, but not the Patient's � why?"
House," [to Jason] I need to slap you. For diagnostic purposes. [Jason points the gun at him.] Seriously. If I was jerking you around, I'd say I needed to kick you in the groin. [Jason lowers the gun and House slaps him across the face.] That twitch is Chvostek's sign. Don't ask me how Chvostek discovered it. [into the phone] He has calcium deficiency. Drugs that block calcium tend to shield against kidney damage."
House," Those drugs have been protecting his kidneys for years. He has something that has a long incubation period. Something that should have wrecked his kidneys. Something that explains breathing pRoblems, heart pRoblems, jumpy nerves, and weak blood."
House, Would make perfect sense if our Patient was an Arabian Bedouin.
